timestamp,voltage_kV,current_A,frequency_Hz,power_factor,button_status,temperature_C,vibration_mms,oil_cooling_status,conductivity_uScm,anomaly,anomaly_type
2025-01-01 04:35:00,153.76,335.88,50.065,1.0,Green,38.07,1.34,Normal,0.444,0,Normal
2025-01-01 04:40:00,149.99,303.34,50.128,0.961,Red,61.03,3.61,Low Oil,1.446,1,High Temp;High Vibration;Low Oil
2025-01-01 04:45:00,159.27,258.16,49.878,0.895,Green,49.94,1.46,Normal,0.42,0,Normal
2025-01-01 04:50:00,150.61,314.8,49.839,1.0,Green,45.05,1.22,Normal,0.55,0,Normal
2025-01-01 04:55:00,142.42,342.81,50.03,0.865,Green,42.22,1.19,Normal,0.645,0,Normal
2025-01-01 05:00:00,151.33,289.43,49.895,0.908,Green,47.48,1.27,Normal,0.47,0,Normal
2025-01-01 05:05:00,160.05,346.92,50.089,0.971,Green,45.86,1.42,Normal,0.558,0,Normal
2025-01-01 05:10:00,163.45,248.3,49.946,0.908,Green,40.41,1.08,Normal,0.603,0,Normal
2025-01-01 05:15:00,156.53,363.59,50.098,0.989,Green,40.56,1.12,Normal,0.693,0,Normal
2025-01-01 05:20:00,161.47,290.28,49.978,0.983,Green,38.46,1.36,Normal,0.568,0,Normal
2025-01-01 05:25:00,148.38,348.62,50.057,0.986,Green,49.86,1.39,Normal,0.571,0,Normal
2025-01-01 05:30:00,157.3,346.06,49.648,0.963,Green,43.23,1.08,Normal,0.619,0,Normal
2025-01-01 05:35:00,155.33,340.38,49.807,1.0,Green,37.63,1.05,Normal,0.495,0,Normal
2025-01-01 05:40:00,164.96,291.06,50.11,0.961,Green,45.65,1.33,Normal,0.637,0,Normal
2025-01-01 05:45:00,159.68,276.23,50.027,1.0,Green,42.28,1.35,Normal,0.644,0,Normal
2025-01-01 05:50:00,160.82,304.55,50.101,0.857,Green,40.7,1.24,Normal,0.52,0,Normal
2025-01-01 05:55:00,155.82,271.33,49.753,0.92,Green,45.64,1.25,Normal,0.614,0,Normal
2025-01-01 06:00:00,154.08,400.68,50.017,1.0,Green,45.44,1.16,Normal,0.647,0,Normal
2025-01-01 06:05:00,154.11,249.6,50.062,0.941,Green,41.83,1.28,Normal,0.658,0,Normal
2025-01-01 06:10:00,160.34,300.74,49.766,1.0,Green,42.45,1.08,Normal,0.509,0,Normal
2025-01-01 06:15:00,151.1,335.73,50.017,0.915,Green,46.64,1.21,Normal,0.46,0,Normal
2025-01-01 06:20:00,161.36,383.95,49.681,0.961,Green,45.73,1.48,Normal,0.437,0,Normal
2025-01-01 06:25:00,153.61,323.49,50.18,0.938,Green,45.08,1.28,Normal,0.488,0,Normal
2025-01-01 06:30:00,158.12,321.32,49.704,0.992,Green,42.24,1.4,Normal,0.468,0,Normal
2025-01-01 06:35:00,150.26,324.7,50.147,0.966,Green,47.0,1.21,Normal,0.585,0,Normal
2025-01-01 06:40:00,155.89,340.98,49.933,0.97,Red,64.59,3.83,Low Oil,2.247,1,High Temp;High Vibration;Low Oil;Insulation Issue
2025-01-01 06:45:00,155.75,318.41,49.812,0.989,Green,41.43,1.31,Normal,0.698,0,Normal
2025-01-01 06:50:00,150.08,285.7,49.818,0.967,Green,44.99,1.01,Normal,0.663,0,Normal
2025-01-01 06:55:00,151.52,326.71,50.231,0.959,Red,57.48,3.08,Critical Oil,1.973,1,High Temp;High Vibration;Critical Oil Level;Insulation Issue
2025-01-01 07:00:00,151.63,264.9,50.042,0.931,Green,48.09,1.19,Normal,0.696,0,Normal
2025-01-01 07:05:00,159.26,248.22,49.888,0.85,Green,42.59,1.25,Normal,0.401,0,Normal
2025-01-01 07:10:00,161.91,374.87,49.621,0.986,Green,44.07,1.15,Normal,0.493,0,Normal
2025-01-01 07:15:00,154.31,336.3,50.38,0.915,Green,42.98,1.11,Normal,0.685,0,Normal
2025-01-01 07:20:00,153.57,323.76,50.244,0.985,Green,44.72,1.27,Normal,0.69,0,Normal
2025-01-01 07:25:00,156.84,310.49,49.877,0.882,Green,53.09,1.07,Normal,0.689,0,Normal
2025-01-01 07:30:00,156.28,266.54,49.686,0.994,Green,49.27,1.37,Normal,0.654,0,Normal
2025-01-01 07:35:00,158.64,291.74,50.423,1.0,Red,58.44,3.99,Critical Oil,1.596,1,High Temp;High Vibration;Critical Oil Level;Insulation Issue
2025-01-01 07:40:00,160.46,271.27,50.102,0.939,Green,46.56,1.04,Normal,0.567,0,Normal
2025-01-01 07:45:00,154.13,313.06,50.068,0.977,Green,47.25,1.19,Normal,0.586,0,Normal
2025-01-01 07:50:00,146.45,283.25,49.823,0.981,Red,58.73,4.45,Low Oil,1.582,1,High Temp;High Vibration;Low Oil;Insulation Issue
2025-01-01 07:55:00,157.67,327.11,49.949,0.952,Green,44.95,1.03,Normal,0.471,0,Normal
2025-01-01 08:00:00,158.58,365.68,49.835,0.965,Green,43.8,1.34,Normal,0.566,0,Normal
2025-01-01 08:05:00,161.27,268.99,49.683,0.963,Green,41.86,1.16,Normal,0.528,0,Normal
2025-01-01 08:10:00,153.12,374.15,50.037,0.964,Green,48.05,1.42,Normal,0.479,0,Normal
2025-01-01 08:15:00,160.72,312.86,49.974,0.957,Green,44.33,1.37,Normal,0.432,0,Normal
2025-01-01 08:20:00,162.95,326.86,49.942,1.0,Green,45.85,1.19,Normal,0.552,0,Normal
2025-01-01 08:25:00,156.19,300.71,50.08,0.935,Red,59.36,3.94,Critical Oil,2.825,1,High Temp;High Vibration;Critical Oil Level;Insulation Issue
2025-01-01 08:30:00,151.94,330.32,50.106,0.956,Green,44.69,1.25,Normal,0.491,0,Normal
2025-01-01 08:35:00,151.11,316.69,49.928,0.95,Green,46.5,1.09,Normal,0.473,0,Normal
2025-01-01 08:40:00,146.43,364.08,49.734,0.942,Green,49.01,1.37,Normal,0.469,0,Normal
2025-01-01 08:45:00,162.95,251.07,49.931,1.0,Green,45.82,1.49,Normal,0.44,0,Normal
2025-01-01 08:50:00,156.58,351.1,49.791,0.916,Green,45.49,1.22,Normal,0.479,0,Normal
2025-01-01 08:55:00,147.72,290.18,49.834,1.0,Green,44.81,1.29,Normal,0.45,0,Normal
2025-01-01 09:00:00,147.14,294.18,50.278,0.91,Green,44.52,1.41,Normal,0.61,0,Normal
2025-01-01 09:05:00,153.29,281.73,50.077,0.952,Green,46.82,1.19,Normal,0.52,0,Normal
2025-01-01 09:10:00,156.05,357.72,50.002,0.961,Green,44.63,1.36,Normal,0.451,0,Normal
2025-01-01 09:15:00,157.76,338.36,50.14,0.922,Green,47.86,1.26,Normal,0.655,0,Normal
2025-01-01 09:20:00,151.42,322.7,50.318,1.0,Green,44.77,1.03,Normal,0.532,0,Normal
2025-01-01 09:25:00,153.06,325.24,50.144,0.967,Red,55.51,3.29,Critical Oil,1.355,1,High Temp;High Vibration;Critical Oil Level
2025-01-01 09:30:00,158.63,373.92,49.814,1.0,Green,40.12,1.01,Normal,0.447,0,Normal
2025-01-01 09:35:00,146.3,312.41,49.634,0.946,Green,48.03,1.29,Normal,0.429,0,Normal
2025-01-01 09:40:00,153.2,271.44,50.074,0.984,Green,45.15,1.45,Normal,0.467,0,Normal
2025-01-01 09:45:00,164.17,310.1,49.899,0.999,Green,40.41,1.27,Normal,0.413,0,Normal
2025-01-01 09:50:00,153.84,308.89,50.479,0.965,Green,47.03,1.01,Normal,0.51,0,Normal
2025-01-01 09:55:00,164.96,362.7,49.969,0.972,Green,44.02,1.34,Normal,0.56,0,Normal
2025-01-01 10:00:00,151.89,338.11,49.724,1.0,Green,43.28,1.31,Normal,0.56,0,Normal
2025-01-01 10:05:00,154.46,280.68,49.867,0.85,Green,48.32,1.45,Normal,0.489,0,Normal
2025-01-01 10:10:00,152.38,382.89,50.241,0.982,Green,46.9,1.16,Normal,0.665,0,Normal
2025-01-01 10:15:00,161.06,393.05,49.923,1.0,Green,44.99,1.26,Normal,0.641,0,Normal
2025-01-01 10:20:00,158.73,391.83,49.761,0.903,Green,38.24,1.05,Normal,0.467,0,Normal
2025-01-01 10:25:00,147.35,210.47,50.146,0.992,Green,41.76,1.01,Normal,0.51,0,Normal
2025-01-01 10:30:00,155.55,286.21,50.197,0.919,Red,60.32,4.89,Low Oil,2.392,1,High Temp;High Vibration;Low Oil;Insulation Issue
2025-01-01 10:35:00,154.02,353.22,50.094,0.927,Green,46.21,1.44,Normal,0.669,0,Normal
2025-01-01 10:40:00,158.53,237.66,50.137,0.904,Green,37.99,1.08,Normal,0.617,0,Normal
2025-01-01 10:45:00,157.38,359.78,50.207,0.982,Red,57.04,3.59,Critical Oil,2.939,1,High Temp;High Vibration;Critical Oil Level;Insulation Issue
2025-01-01 10:50:00,153.45,346.39,50.23,0.963,Green,43.65,1.28,Normal,0.424,0,Normal
2025-01-01 10:55:00,151.92,292.47,50.038,0.915,Green,46.4,1.28,Normal,0.691,0,Normal
2025-01-01 11:00:00,145.43,355.79,50.29,0.977,Green,46.71,1.48,Normal,0.462,0,Normal
2025-01-01 11:05:00,152.76,330.61,50.072,0.854,Green,44.27,1.25,Normal,0.456,0,Normal
2025-01-01 11:10:00,157.39,350.0,50.224,0.98,Green,43.38,1.42,Normal,0.52,0,Normal
2025-01-01 11:15:00,163.86,393.91,49.942,0.987,Red,62.39,4.23,Low Oil,1.76,1,High Temp;High Vibration;Low Oil;Insulation Issue
2025-01-01 11:20:00,150.72,318.27,50.174,1.0,Red,59.98,4.45,Critical Oil,1.641,1,High Temp;High Vibration;Critical Oil Level;Insulation Issue
2025-01-01 11:25:00,154.17,331.89,50.54,1.0,Green,45.16,1.26,Normal,0.57,0,Normal
2025-01-01 11:30:00,149.57,304.74,50.218,0.969,Green,42.64,1.26,Normal,0.621,0,Normal
2025-01-01 11:35:00,155.47,285.53,50.147,0.932,Green,45.71,1.28,Normal,0.578,0,Normal
2025-01-01 11:40:00,161.72,302.8,50.051,0.918,Green,45.64,1.38,Normal,0.534,0,Normal
2025-01-01 11:45:00,157.72,322.39,49.96,0.895,Green,47.26,1.12,Normal,0.519,0,Normal
2025-01-01 11:50:00,144.53,291.56,50.051,0.915,Green,43.63,1.39,Normal,0.416,0,Normal
2025-01-01 11:55:00,149.56,322.26,49.402,1.0,Green,49.17,1.14,Normal,0.696,0,Normal
2025-01-01 12:00:00,155.84,302.38,49.437,0.979,Green,41.04,1.49,Normal,0.638,0,Normal
2025-01-01 12:05:00,154.64,332.37,49.845,0.937,Green,45.92,1.12,Normal,0.491,0,Normal
2025-01-01 12:10:00,156.14,312.41,50.228,0.946,Green,42.34,1.38,Normal,0.497,0,Normal
2025-01-01 12:15:00,154.01,326.55,49.902,0.948,Green,43.24,1.17,Normal,0.601,0,Normal
2025-01-01 12:20:00,145.48,348.89,49.841,0.912,Green,46.6,1.48,Normal,0.691,0,Normal
2025-01-01 12:25:00,164.43,323.46,49.878,0.921,Green,43.97,1.03,Normal,0.573,0,Normal
2025-01-01 12:30:00,151.83,331.59,49.952,0.926,Green,40.99,1.29,Normal,0.449,0,Normal
2025-01-01 12:35:00,155.35,373.94,49.848,0.885,Green,46.54,1.14,Normal,0.676,0,Normal
2025-01-01 12:40:00,158.38,353.45,50.0,0.945,Red,60.19,3.19,Low Oil,1.613,1,High Temp;High Vibration;Low Oil;Insulation Issue
2025-01-01 12:45:00,155.79,347.01,50.12,1.0,Green,51.33,1.16,Normal,0.607,0,Normal
2025-01-01 12:50:00,150.3,256.41,50.044,0.907,Green,43.3,1.24,Normal,0.496,0,Normal
2025-01-01 12:55:00,155.27,354.33,50.345,0.86,Green,41.54,1.14,Normal,0.608,0,Normal
2025-01-01 13:00:00,147.21,354.21,50.128,0.977,Green,46.14,1.45,Normal,0.459,0,Normal
2025-01-01 13:05:00,153.45,405.22,49.815,0.997,Green,45.39,1.43,Normal,0.523,0,Normal
2025-01-01 13:10:00,163.15,307.89,49.93,0.905,Green,45.06,1.01,Normal,0.516,0,Normal
2025-01-01 13:15:00,158.48,337.55,50.027,0.866,Green,47.34,1.11,Normal,0.539,0,Normal
2025-01-01 13:20:00,153.31,349.18,49.899,1.0,Green,42.97,1.43,Normal,0.46,0,Normal
2025-01-01 13:25:00,158.51,340.02,49.706,0.962,Green,44.75,1.12,Normal,0.656,0,Normal
2025-01-01 13:30:00,148.24,357.18,49.842,0.951,Green,45.26,1.0,Normal,0.678,0,Normal
2025-01-01 13:35:00,150.96,274.52,50.116,0.954,Red,62.07,3.13,Low Oil,2.584,1,High Temp;High Vibration;Low Oil;Insulation Issue
2025-01-01 13:40:00,159.73,359.87,50.203,1.0,Green,44.64,1.09,Normal,0.451,0,Normal
2025-01-01 13:45:00,148.98,265.6,50.052,0.967,Green,49.88,1.04,Normal,0.519,0,Normal
2025-01-01 13:50:00,156.27,328.96,49.942,1.0,Green,48.25,1.49,Normal,0.536,0,Normal
2025-01-01 13:55:00,154.4,314.1,50.041,1.0,Green,42.62,1.07,Normal,0.64,0,Normal
2025-01-01 14:00:00,162.9,354.42,50.086,0.941,Green,44.22,1.48,Normal,0.477,0,Normal
2025-01-01 14:05:00,154.53,367.39,50.086,0.907,Green,46.41,1.29,Normal,0.607,0,Normal
2025-01-01 14:10:00,157.55,259.26,50.102,0.964,Green,45.05,1.15,Normal,0.629,0,Normal
2025-01-01 14:15:00,158.1,320.38,50.073,0.997,Red,58.4,4.14,Critical Oil,2.738,1,High Temp;High Vibration;Critical Oil Level;Insulation Issue
2025-01-01 14:20:00,151.08,309.5,49.919,0.986,Red,57.12,3.83,Low Oil,1.173,1,High Temp;High Vibration;Low Oil
2025-01-01 14:25:00,146.38,290.03,50.068,0.949,Green,46.0,1.23,Normal,0.624,0,Normal
2025-01-01 14:30:00,159.78,308.43,49.712,0.952,Green,44.93,1.28,Normal,0.629,0,Normal
2025-01-01 14:35:00,155.69,301.7,50.068,0.931,Green,44.95,1.16,Normal,0.495,0,Normal
2025-01-01 14:40:00,154.5,330.37,49.973,0.954,Green,46.13,1.49,Normal,0.517,0,Normal
2025-01-01 14:45:00,153.27,381.63,50.168,1.0,Green,45.9,1.03,Normal,0.462,0,Normal
2025-01-01 14:50:00,164.04,371.58,50.091,1.0,Green,42.39,1.36,Normal,0.676,0,Normal
2025-01-01 14:55:00,153.12,372.29,50.181,0.929,Green,46.16,1.11,Normal,0.594,0,Normal
2025-01-01 15:00:00,164.04,213.74,50.232,0.973,Green,42.53,1.46,Normal,0.491,0,Normal
2025-01-01 15:05:00,157.36,365.93,50.143,0.903,Green,44.5,1.06,Normal,0.494,0,Normal
2025-01-01 15:10:00,157.83,242.27,49.957,0.947,Green,46.67,1.29,Normal,0.619,0,Normal
2025-01-01 15:15:00,153.39,316.32,50.297,0.943,Green,42.79,1.42,Normal,0.597,0,Normal
2025-01-01 15:20:00,146.31,332.44,49.88,0.973,Green,52.06,1.21,Normal,0.667,0,Normal
2025-01-01 15:25:00,145.8,340.47,50.135,0.856,Green,41.15,1.41,Normal,0.588,0,Normal
2025-01-01 15:30:00,163.42,220.75,49.77,0.956,Green,45.66,1.05,Normal,0.587,0,Normal
2025-01-01 15:35:00,161.16,329.87,50.101,0.94,Green,49.2,1.15,Normal,0.698,0,Normal
2025-01-01 15:40:00,152.24,368.13,49.843,0.909,Green,45.38,1.18,Normal,0.594,0,Normal
2025-01-01 15:45:00,149.8,367.6,50.043,1.0,Green,45.86,1.07,Normal,0.585,0,Normal
2025-01-01 15:50:00,157.12,320.41,50.318,0.945,Green,47.74,1.28,Normal,0.464,0,Normal
2025-01-01 15:55:00,153.42,300.9,49.4,0.941,Green,45.51,1.2,Normal,0.486,0,Normal
2025-01-01 16:00:00,158.22,333.0,49.799,0.955,Green,45.96,1.2,Normal,0.564,0,Normal
2025-01-01 16:05:00,155.38,355.55,49.989,0.918,Green,41.61,1.38,Normal,0.645,0,Normal
2025-01-01 16:10:00,156.9,392.9,50.27,0.85,Green,45.74,1.46,Normal,0.67,0,Normal
2025-01-01 16:15:00,157.6,369.83,49.629,0.983,Green,44.25,1.3,Normal,0.656,0,Normal
2025-01-01 16:20:00,160.3,365.7,49.769,0.889,Green,51.38,1.2,Normal,0.594,0,Normal
2025-01-01 16:25:00,156.59,406.82,50.017,0.968,Green,43.82,1.17,Normal,0.502,0,Normal
2025-01-01 16:30:00,155.32,320.39,49.815,1.0,Green,48.23,1.09,Normal,0.619,0,Normal
2025-01-01 16:35:00,148.48,336.34,50.182,1.0,Green,48.24,1.25,Normal,0.573,0,Normal
2025-01-01 16:40:00,149.32,364.86,49.571,0.976,Green,44.56,1.49,Normal,0.533,0,Normal
2025-01-01 16:45:00,152.04,286.89,49.895,1.0,Green,44.13,1.24,Normal,0.416,0,Normal
2025-01-01 16:50:00,153.19,314.71,49.906,0.943,Green,51.94,1.15,Normal,0.421,0,Normal
2025-01-01 16:55:00,155.37,357.86,49.799,0.893,Green,45.68,1.23,Normal,0.696,0,Normal
2025-01-01 17:00:00,146.33,282.16,49.842,0.996,Green,49.84,1.27,Normal,0.595,0,Normal
2025-01-01 17:05:00,155.0,293.8,50.095,0.952,Green,41.73,1.22,Normal,0.626,0,Normal
2025-01-01 17:10:00,169.55,384.96,49.907,0.901,Green,40.55,1.06,Normal,0.469,0,Normal
2025-01-01 17:15:00,149.48,320.83,49.886,0.943,Green,37.28,1.45,Normal,0.663,0,Normal
2025-01-01 17:20:00,165.0,273.47,49.925,0.929,Green,44.88,1.34,Normal,0.635,0,Normal
2025-01-01 17:25:00,148.0,308.72,50.247,0.953,Green,44.65,1.31,Normal,0.46,0,Normal
2025-01-01 17:30:00,153.65,320.39,49.839,0.978,Green,43.19,1.36,Normal,0.5,0,Normal
2025-01-01 17:35:00,160.23,362.14,49.88,0.989,Green,45.65,1.41,Normal,0.445,0,Normal
2025-01-01 17:40:00,157.15,337.94,50.208,0.89,Green,41.32,1.24,Normal,0.619,0,Normal
2025-01-01 17:45:00,147.28,353.34,49.863,0.987,Green,41.1,1.36,Normal,0.548,0,Normal
2025-01-01 17:50:00,155.18,283.02,50.539,1.0,Green,42.24,1.35,Normal,0.465,0,Normal
2025-01-01 17:55:00,158.58,349.37,49.974,1.0,Green,47.8,1.04,Normal,0.528,0,Normal
2025-01-01 18:00:00,154.81,357.4,49.78,0.935,Green,43.75,1.07,Normal,0.471,0,Normal
2025-01-01 18:05:00,150.28,414.95,50.039,0.85,Green,44.55,1.31,Normal,0.429,0,Normal
2025-01-01 18:10:00,157.49,324.64,49.825,0.85,Green,45.35,1.46,Normal,0.412,0,Normal
2025-01-01 18:15:00,159.88,341.14,49.836,0.95,Green,40.54,1.02,Normal,0.541,0,Normal
2025-01-01 18:20:00,150.39,246.29,49.939,0.97,Green,49.29,1.37,Normal,0.435,0,Normal
2025-01-01 18:25:00,154.21,371.81,50.003,0.879,Green,43.52,1.35,Normal,0.54,0,Normal
2025-01-01 18:30:00,147.64,325.89,50.054,0.886,Green,44.41,1.01,Normal,0.615,0,Normal
2025-01-01 18:35:00,157.3,286.47,49.822,0.963,Green,50.38,1.01,Normal,0.654,0,Normal
2025-01-01 18:40:00,153.46,333.86,50.475,1.0,Green,41.15,1.17,Normal,0.406,0,Normal
2025-01-01 18:45:00,152.26,382.97,50.177,0.955,Green,42.54,1.16,Normal,0.68,0,Normal
2025-01-01 18:50:00,164.0,228.79,50.192,0.884,Green,44.74,1.46,Normal,0.501,0,Normal
2025-01-01 18:55:00,155.35,366.08,50.111,0.964,Green,49.49,1.27,Normal,0.425,0,Normal
2025-01-01 19:00:00,157.36,357.09,49.875,0.982,Green,39.77,1.14,Normal,0.433,0,Normal
2025-01-01 19:05:00,154.29,301.94,49.912,0.937,Green,48.93,1.46,Normal,0.418,0,Normal
2025-01-01 19:10:00,149.86,345.98,49.904,0.918,Green,48.59,1.15,Normal,0.621,0,Normal
2025-01-01 19:15:00,146.97,321.19,50.568,0.939,Green,43.9,1.48,Normal,0.587,0,Normal
2025-01-01 19:20:00,158.57,364.71,50.458,0.969,Green,43.2,1.37,Normal,0.689,0,Normal
2025-01-01 19:25:00,157.23,260.6,49.919,0.938,Green,40.73,1.47,Normal,0.528,0,Normal
2025-01-01 19:30:00,150.24,424.66,50.211,0.946,Green,47.15,1.4,Normal,0.688,0,Normal
2025-01-01 19:35:00,151.72,321.48,49.902,0.936,Green,45.0,1.23,Normal,0.586,0,Normal
2025-01-01 19:40:00,152.14,313.63,50.138,0.899,Green,45.04,1.16,Normal,0.406,0,Normal
2025-01-01 19:45:00,160.82,343.23,50.138,0.926,Green,52.25,1.15,Normal,0.406,0,Normal
2025-01-01 19:50:00,168.86,266.73,50.327,0.902,Green,50.87,1.38,Normal,0.617,0,Normal
2025-01-01 19:55:00,154.51,245.94,50.158,0.963,Green,44.41,1.3,Normal,0.454,0,Normal
2025-01-01 20:00:00,147.26,315.74,50.219,0.955,Red,62.8,3.79,Low Oil,1.089,1,High Temp;High Vibration;Low Oil
2025-01-01 20:05:00,153.4,283.33,50.003,1.0,Green,45.5,1.08,Normal,0.498,0,Normal
2025-01-01 20:10:00,163.65,298.27,49.947,0.969,Green,48.38,1.46,Normal,0.648,0,Normal
2025-01-01 20:15:00,161.43,313.62,49.847,0.981,Red,55.16,3.77,Critical Oil,1.113,1,High Temp;High Vibration;Critical Oil Level
2025-01-01 20:20:00,158.95,369.04,50.034,1.0,Green,43.49,1.06,Normal,0.407,0,Normal
2025-01-01 20:25:00,153.93,301.98,49.715,1.0,Green,43.11,1.38,Normal,0.659,0,Normal
2025-01-01 20:30:00,151.97,291.84,50.066,0.938,Green,43.0,1.2,Normal,0.553,0,Normal
2025-01-01 20:35:00,159.18,323.34,49.653,0.945,Green,45.73,1.16,Normal,0.584,0,Normal
